case_id,state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,notification_3a_date,sanction_date,notification_3d_date,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
AH105359,Madhya Pradesh,Jabalpur,Bypass,19.22,8.0,Objection,2.0,1.0,37.7,0.0,69.0,118,2024-11-03,2025-08-17,2025-12-01,2143.0,NHAI,Completed,Pending,No,5.0,Low,Pending,Complete,8.73,46.0
AH105360,Uttarakhand,Nainital,Highway,11.06,4.0,Compensation,0.0,0.0,70.3,1.0,39.0,59,2025-08-11,2025-06-16,2025-08-12,404.0,Special LA Unit,Completed,Completed,No,8.0,None,Complete,Complete,94.75,67.0
AH105361,Punjab,Moga,Highway,4.37,2.0,Award,0.0,0.0,60.1,1.0,77.0,82,2025-12-21,2026-02-24,2026-08-12,2496.0,District Administration,Completed,Completed,No,27.0,Low,Complete,Partial,138.33,97.0
AH105362,Uttarakhand,Udham Singh Nagar,Bridge,19.2,7.0,Award,0.0,1.0,62.0,1.0,29.0,90,2025-06-08,2024-10-09,2024-12-30,1936.0,Special LA Unit,Completed,Pending,No,28.0,Medium,Complete,Pending,157.44,129.0
AH105363,Punjab,Hoshiarpur,Highway,11.93,4.0,Compensation,0.0,0.0,71.4,1.0,52.0,67,2026-02-07,2025-07-02,2025-10-03,1205.0,Special LA Unit,Completed,Not Required,No,21.0,None,Partial,Complete,9.77,142.0
AH105364,Uttar Pradesh,Agra,Highway,5.07,4.0,Compensation,0.0,,71.6,1.0,96.0,82,2024-09-02,2026-02-08,2026-07-16,1267.0,State PWD,Completed,Pending,No,30.0,None,Pending,Complete,95.39,42.0
AH105365,Uttar Pradesh,Varanasi,Bypass,3.0,5.0,Notification,0.0,0.0,13.9,3.0,70.0,105,2024-05-18,2024-07-10,2024-10-12,218.0,NHAI,Not Required,Pending,No,3.0,None,Pending,Partial,28.28,90.0
AH105366,Rajasthan,Jodhpur,Highway,97.38,36.0,Award,1.0,0.0,67.2,3.0,33.0,132,2024-03-18,2024-09-10,2024-11-08,4444.0,NHAI,Not Required,Completed,No,29.0,None,Pending,Partial,175.94,74.0
AH105367,Uttarakhand,Dehradun,Highway,24.22,8.0,Compensation,2.0,0.0,60.8,0.0,60.0,85,2025-06-08,2024-02-14,2024-07-26,1504.0,District Administration,Not Required,Completed,No,6.0,None,Pending,Complete,77.55,123.0
AH105368,Uttarakhand,Udham Singh Nagar,Bridge,19.21,6.0,Award,0.0,1.0,25.6,1.0,19.0,69,2025-08-21,2024-12-03,2025-04-09,4379.0,NHAI,Completed,Completed,Yes,28.0,High,Partial,Partial,47.12,160.0
AH105369,Uttar Pradesh,Lucknow,Highway,10.83,8.0,Possession,2.0,1.0,86.9,,84.0,106,2024-09-13,2024-02-10,2024-06-09,4189.0,NHAI,Completed,Not Required,No,1.0,Low,Partial,Complete,142.57,68.0
AH105370,Punjab,Amritsar,Road Widening,21.47,11.0,Objection,5.0,0.0,19.8,2.0,21.0,100,2025-12-06,2025-11-02,2025-12-13,2314.0,Special LA Unit,Pending,Completed,No,28.0,High,Complete,Complete,168.67,105.0
AH105371,Punjab,Patiala,Highway,4.88,2.0,Award,0.0,1.0,42.2,1.0,52.0,78,2025-10-27,2024-03-20,2024-06-25,4048.0,District Administration,Pending,Not Required,No,26.0,Medium,Complete,Partial,179.17,150.0
AH105372,Madhya Pradesh,Jabalpur,Highway,14.15,7.0,Compensation,0.0,0.0,75.3,1.0,111.0,85,2024-11-20,2025-09-15,2025-12-22,1096.0,State PWD,Pending,Completed,Yes,12.0,None,Partial,Partial,95.04,45.0
AH105373,Uttar Pradesh,Prayagraj,Highway,14.68,9.0,Compensation,0.0,0.0,68.9,,115.0,134,2024-08-02,2025-06-05,2025-08-13,944.0,NHAI,Not Required,Completed,No,7.0,None,Pending,Complete,42.27,26.0
AH105374,Punjab,Firozpur,Road Widening,4.99,3.0,Notification,0.0,0.0,12.4,3.0,29.0,45,2025-10-30,2026-06-08,2026-09-30,4500.0,Special LA Unit,Completed,Completed,No,2.0,Low,Complete,Pending,42.72,23.0
AH105375,Uttarakhand,Udham Singh Nagar,Highway,10.93,7.0,Award,2.0,1.0,62.3,1.0,103.0,131,2025-08-27,2024-11-09,2025-01-14,3249.0,Special LA Unit,Not Required,Not Required,No,29.0,None,Complete,Complete,163.17,126.0
AH105376,Uttar Pradesh,Kanpur Nagar,Bypass,8.41,4.0,Possession,0.0,0.0,82.4,0.0,92.0,42,2024-06-02,2024-11-06,2025-02-14,3461.0,NHAI,Pending,Completed,Yes,28.0,None,Partial,Complete,52.35,167.0
AH105377,Uttar Pradesh,Varanasi,Railway,6.24,3.0,Award,0.0,0.0,34.5,0.0,104.0,90,2024-08-17,2024-08-06,2025-01-03,4622.0,District Administration,Completed,Completed,No,30.0,Medium,Pending,Complete,109.17,126.0
AH105378,Haryana,Ambala,Road Widening,7.55,1.0,Notification,0.0,0.0,11.6,1.0,41.0,45,2025-03-13,2025-04-28,2025-09-15,119.0,State PWD,Completed,Completed,Yes,25.0,Low,Partial,Complete,71.06,45.0
AH105379,Haryana,Panipat,Highway,2.8,1.0,Notification,0.0,0.0,10.0,,45.0,99,2025-04-05,2024-07-16,2024-09-25,901.0,District Administration,Pending,Completed,No,7.0,High,Partial,Pending,20.58,1.0
AH105380,Uttar Pradesh,Lucknow,Road Widening,29.47,11.0,Award,0.0,0.0,39.1,0.0,,82,2024-05-29,2024-04-12,2024-06-12,4810.0,State PWD,Completed,Completed,No,23.0,Low,Partial,Complete,13.94,160.0
AH105381,Himachal Pradesh,Solan,Railway,45.06,18.0,Objection,2.0,1.0,24.5,4.0,61.0,147,2026-05-03,2026-05-03,2026-06-02,686.0,NHAI,Completed,Not Required,Yes,28.0,None,Complete,Partial,172.46,60.0
AH105382,Madhya Pradesh,Jabalpur,Highway,5.43,4.0,Compensation,1.0,0.0,86.3,1.0,71.0,96,2024-12-15,2025-09-03,2025-11-23,2270.0,Special LA Unit,Pending,Not Required,No,24.0,None,Complete,Complete,24.68,141.0
AH105383,Madhya Pradesh,Indore,Bypass,30.68,13.0,Possession,0.0,0.0,93.1,1.0,36.0,60,2024-12-09,2024-04-16,2024-05-18,159.0,Special LA Unit,Pending,Pending,No,10.0,None,Complete,Complete,135.82,130.0
AH105384,Rajasthan,Kota,Highway,11.62,7.0,Possession,0.0,0.0,87.4,0.0,76.0,49,2024-02-24,2025-07-10,2025-08-28,1662.0,District Administration,Not Required,Not Required,No,17.0,None,Pending,Complete,172.62,91.0
AH105385,Himachal Pradesh,Shimla,Bridge,11.84,1.0,Award,0.0,0.0,42.0,1.0,57.0,82,2026-02-27,2024-10-01,2025-03-26,903.0,NHAI,Completed,Completed,No,10.0,None,Partial,Complete,167.44,6.0
AH105386,Uttar Pradesh,Varanasi,Bridge,3.97,3.0,Award,0.0,0.0,46.5,1.0,56.0,79,2024-07-30,2024-06-11,2024-11-16,1316.0,State PWD,Not Required,Not Required,No,20.0,None,Complete,Complete,55.51,176.0
AH105387,Himachal Pradesh,Kangra,Highway,7.43,2.0,Objection,1.0,0.0,6.9,3.0,13.0,77,2026-06-07,2025-02-28,2025-06-21,4079.0,District Administration,Completed,Completed,No,28.0,Medium,Partial,Complete,76.0,19.0
AH105388,Haryana,Rohtak,Highway,18.78,6.0,Notification,0.0,0.0,9.1,0.0,16.0,47,2025-03-22,2025-12-09,2026-05-04,1415.0,Special LA Unit,Not Required,Completed,Yes,1.0,Medium,Complete,Complete,124.98,70.0
AH105389,Himachal Pradesh,Mandi,Road Widening,5.21,3.0,Compensation,2.0,0.0,83.3,3.0,64.0,104,2026-02-26,2024-01-01,2024-04-13,4079.0,Special LA Unit,Completed,Completed,Yes,18.0,None,Partial,Complete,126.2,88.0
AH105390,Uttar Pradesh,Kanpur Nagar,Road Widening,6.36,4.0,Objection,1.0,0.0,17.6,2.0,33.0,82,2024-06-10,2024-11-15,2025-03-15,4479.0,Special LA Unit,Completed,Not Required,No,9.0,None,Partial,Complete,38.28,122.0
AH105391,Uttar Pradesh,Agra,Bypass,7.75,5.0,Notification,0.0,0.0,12.1,2.0,69.0,98,2024-05-29,2026-04-08,2026-09-22,2725.0,District Administration,Not Required,Completed,No,21.0,Medium,Partial,Complete,19.62,37.0
AH105392,Punjab,Ludhiana,Highway,1.0,2.0,Possession,1.0,0.0,97.5,1.0,15.0,34,2025-12-22,2024-12-20,2025-01-30,2715.0,Special LA Unit,Completed,Completed,No,13.0,None,Partial,Complete,23.26,49.0
AH105393,Punjab,Patiala,Road Widening,15.78,5.0,Compensation,2.0,1.0,72.2,0.0,174.0,137,2026-01-07,2024-03-30,2024-06-20,1701.0,Special LA Unit,Not Required,Completed,No,12.0,Medium,Complete,Partial,47.36,108.0
AH105394,Haryana,Hisar,Bridge,20.52,8.0,Possession,2.0,0.0,89.1,0.0,43.0,43,2025-05-03,2025-01-20,2025-03-08,3350.0,NHAI,Completed,Completed,Yes,7.0,None,Complete,Complete,129.02,57.0
AH105395,Rajasthan,Ajmer,Bridge,16.28,10.0,Objection,,1.0,8.8,2.0,47.0,132,2024-01-29,2025-09-06,2026-02-02,4043.0,District Administration,Completed,Pending,No,16.0,None,Complete,Complete,17.95,62.0
AH105396,Himachal Pradesh,Solan,Highway,26.61,14.0,Possession,3.0,1.0,87.1,0.0,47.0,65,2026-04-29,2026-06-15,2026-11-15,4322.0,NHAI,,Pending,No,15.0,Low,Pending,Complete,137.46,99.0
AH105397,Madhya Pradesh,Jabalpur,Bridge,8.19,4.0,Award,0.0,1.0,52.0,0.0,68.0,67,2024-12-19,2025-07-19,2025-12-04,1015.0,Special LA Unit,Completed,Not Required,No,23.0,Medium,Complete,Complete,22.5,145.0
AH105398,Himachal Pradesh,Mandi,Highway,55.67,21.0,Notification,0.0,0.0,1.4,4.0,34.0,126,2026-04-22,2024-02-15,2024-06-15,3446.0,NHAI,Pending,Not Required,Yes,8.0,None,Partial,Partial,45.55,22.0
AH105399,Himachal Pradesh,Solan,Road Widening,5.82,2.0,Award,0.0,0.0,43.8,0.0,40.0,65,2026-02-22,2025-12-29,2026-04-09,742.0,State PWD,Completed,Completed,No,5.0,High,Pending,Partial,97.63,123.0
AH105400,Punjab,Moga,Highway,9.87,7.0,Compensation,1.0,0.0,61.2,0.0,109.0,81,2026-02-05,2025-12-03,2026-01-05,2476.0,District Administration,Pending,Pending,No,6.0,None,Complete,Partial,36.92,95.0
AH105401,Uttarakhand,Nainital,Road Widening,9.07,9.0,Award,1.0,0.0,23.8,1.0,58.0,67,2025-09-11,2025-08-09,2026-01-02,491.0,State PWD,Pending,Not Required,No,30.0,None,Complete,Partial,175.89,88.0
AH105402,Uttarakhand,Haridwar,Highway,13.99,5.0,Compensation,1.0,,64.9,1.0,33.0,109,2025-08-28,2026-03-17,2026-08-28,2772.0,District Administration,Completed,Completed,No,17.0,None,Partial,Partial,19.97,78.0
AH105403,Haryana,Rohtak,Highway,9.74,7.0,Award,0.0,0.0,40.3,4.0,68.0,87,2025-04-24,2025-11-23,2026-05-16,4264.0,District Administration,Completed,Completed,No,24.0,None,Complete,Complete,88.35,88.0
AH105404,Rajasthan,Jodhpur,Highway,10.94,6.0,Possession,0.0,0.0,82.2,0.0,59.0,59,2024-01-23,2024-07-28,2024-10-17,4094.0,District Administration,Pending,Pending,No,16.0,None,Complete,Complete,103.79,126.0
AH105405,Madhya Pradesh,Ujjain,Bridge,6.71,3.0,Notification,0.0,0.0,7.7,3.0,12.0,44,2024-12-15,2025-01-14,2025-03-15,3588.0,District Administration,Completed,Pending,Yes,8.0,Medium,Partial,Complete,177.99,99.0
AH105406,Punjab,Hoshiarpur,Road Widening,8.23,3.0,Compensation,0.0,0.0,79.5,2.0,37.0,37,2025-10-19,2025-04-01,2025-08-07,2908.0,NHAI,Pending,Not Required,No,14.0,None,Complete,Complete,149.33,15.0
AH105407,Punjab,Ludhiana,Railway,1.79,6.0,Possession,0.0,0.0,92.5,0.0,34.0,21,2026-01-01,2025-03-15,2025-04-16,3141.0,District Administration,Not Required,Completed,No,21.0,None,Complete,Complete,73.25,33.0
AH105408,Haryana,Ambala,Railway,23.62,11.0,Compensation,2.0,0.0,54.4,0.0,60.0,80,2025-05-18,2025-07-28,2025-09-05,544.0,Special LA Unit,Completed,Pending,No,24.0,None,Partial,Complete,53.1,158.0
AH105409,Uttarakhand,Nainital,Highway,5.01,5.0,Possession,0.0,0.0,90.3,0.0,53.0,56,2025-09-30,2025-09-23,2026-02-23,3650.0,District Administration,Completed,Pending,No,0.0,Low,Partial,Complete,109.46,44.0
AH105410,Rajasthan,Jaipur,Highway,7.87,4.0,Compensation,0.0,0.0,79.4,3.0,48.0,82,2024-01-20,2024-04-03,2024-09-23,3423.0,District Administration,Not Required,Not Required,No,22.0,None,Pending,Partial,8.05,141.0
AH105411,Haryana,Ambala,Highway,4.85,3.0,Notification,0.0,0.0,13.8,5.0,38.0,97,2025-02-25,2025-05-26,2025-08-24,760.0,District Administration,Not Required,Completed,Yes,23.0,Medium,Partial,Complete,46.64,100.0
AH105412,Haryana,Karnal,Highway,19.38,6.0,Compensation,0.0,0.0,88.0,2.0,30.0,53,2025-04-01,2024-02-04,2024-05-20,3180.0,NHAI,Completed,Not Required,No,24.0,None,Complete,Complete,44.41,127.0
AH105413,Himachal Pradesh,Kangra,Bridge,7.52,5.0,Compensation,2.0,0.0,72.8,2.0,18.0,88,2026-03-14,2025-04-05,2025-07-25,1954.0,NHAI,Not Required,Completed,No,24.0,Low,Complete,Complete,111.39,73.0
AH105414,Madhya Pradesh,Ujjain,Highway,1.5,1.0,Notification,1.0,0.0,9.2,1.0,44.0,77,2024-10-06,2025-01-14,2025-03-05,2570.0,District Administration,Completed,Completed,No,14.0,None,Partial,Complete,137.26,12.0
AH105415,Uttar Pradesh,Varanasi,Railway,15.16,5.0,Award,2.0,1.0,44.9,3.0,76.0,136,2024-07-25,2024-07-04,2024-09-05,4079.0,State PWD,Pending,Pending,No,4.0,None,Partial,Complete,134.58,20.0
AH105416,Madhya Pradesh,Gwalior,Bypass,6.33,2.0,Notification,0.0,0.0,23.6,1.0,25.0,51,2024-11-13,2026-06-10,2026-08-23,1644.0,District Administration,Completed,Completed,No,22.0,High,Complete,Partial,56.49,46.0
AH105417,Uttar Pradesh,Varanasi,Bridge,11.71,10.0,Objection,2.0,1.0,29.4,1.0,60.0,113,2024-06-02,2024-08-20,2025-01-23,4587.0,Special LA Unit,Completed,Completed,Yes,9.0,Low,Partial,Partial,35.24,25.0
AH105418,Haryana,Karnal,Highway,24.22,9.0,Possession,1.0,0.0,94.6,0.0,60.0,46,2025-05-17,2024-02-20,2024-05-25,2113.0,Special LA Unit,Completed,Not Required,No,2.0,None,Complete,Complete,151.59,30.0
AH105419,Uttarakhand,Udham Singh Nagar,Bridge,5.16,4.0,Possession,1.0,0.0,85.4,0.0,19.0,27,2025-08-01,2024-11-18,2025-04-05,2589.0,NHAI,Completed,Pending,No,20.0,None,Complete,Complete,51.55,64.0
AH105420,Punjab,Moga,Road Widening,11.44,3.0,Compensation,0.0,0.0,72.7,0.0,,102,2025-12-22,2025-11-12,2026-01-10,192.0,State PWD,Completed,Not Required,Yes,1.0,None,Complete,Pending,151.07,171.0
AH105421,Himachal Pradesh,Mandi,Road Widening,6.2,3.0,Award,0.0,0.0,39.2,1.0,187.0,156,2026-05-24,2024-01-09,2024-06-30,654.0,NHAI,Completed,Completed,Yes,21.0,None,Complete,Partial,96.37,67.0
AH105422,Rajasthan,Udaipur,Railway,27.62,9.0,Award,0.0,0.0,43.9,1.0,30.0,59,2024-03-07,2025-03-19,2025-08-28,1444.0,NHAI,Not Required,Completed,No,10.0,None,Complete,Complete,19.32,86.0
AH105423,Uttar Pradesh,Kanpur Nagar,Highway,12.77,6.0,Notification,,0.0,12.8,5.0,34.0,93,2024-08-10,2025-01-10,2025-04-21,,District Administration,Completed,Completed,No,2.0,None,Pending,Pending,41.31,155.0
AH105424,Madhya Pradesh,Gwalior,Bypass,11.71,4.0,Objection,2.0,0.0,19.5,3.0,29.0,89,2024-09-27,2026-02-18,2026-04-22,1336.0,District Administration,Pending,Completed,No,27.0,None,Partial,Partial,7.79,127.0
AH105425,Uttar Pradesh,Lucknow,Road Widening,4.16,4.0,Compensation,0.0,,76.6,1.0,76.0,85,2024-08-12,2024-01-03,2024-06-27,2005.0,NHAI,Completed,Completed,Yes,13.0,None,Pending,Complete,38.81,157.0
AH105426,Punjab,Patiala,Bypass,22.59,6.0,Award,1.0,0.0,49.2,3.0,60.0,118,2026-01-14,2024-01-16,2024-06-15,4277.0,District Administration,Not Required,Not Required,Yes,2.0,High,Complete,Partial,45.1,83.0
AH105427,Rajasthan,Kota,Bypass,25.17,9.0,Award,2.0,2.0,45.3,0.0,19.0,106,2024-05-05,2025-05-23,2025-09-06,1629.0,State PWD,Completed,Completed,No,14.0,Low,Partial,Complete,26.21,117.0
AH105428,Rajasthan,Jodhpur,Road Widening,6.23,6.0,Notification,0.0,0.0,3.0,0.0,17.0,53,2024-01-27,2024-06-10,2024-08-19,4073.0,Special LA Unit,Completed,Not Required,No,9.0,Low,Partial,Pending,105.2,158.0
AH105429,Himachal Pradesh,Sirmaur,Highway,13.61,9.0,Possession,0.0,0.0,91.8,0.0,32.0,46,2026-02-13,2025-09-25,2026-01-26,643.0,District Administration,Pending,Pending,No,21.0,None,Complete,Partial,18.6,135.0
AH105430,Himachal Pradesh,Shimla,Highway,19.68,8.0,Objection,2.0,0.0,34.0,4.0,13.0,93,2026-05-15,2024-09-07,2024-12-01,709.0,State PWD,Completed,Completed,Yes,24.0,None,Pending,Complete,155.71,60.0
AH105431,Uttar Pradesh,Prayagraj,Bypass,78.67,29.0,Award,0.0,0.0,39.4,3.0,44.0,155,2024-07-22,2025-05-20,2025-09-28,112.0,State PWD,Completed,Completed,No,10.0,None,Complete,Partial,119.29,179.0
AH105432,Madhya Pradesh,Indore,Road Widening,16.65,7.0,Objection,2.0,0.0,17.6,4.0,76.0,132,2024-10-26,2024-02-03,2024-07-06,668.0,NHAI,Completed,Pending,No,13.0,Low,Partial,Complete,22.03,85.0
AH105433,Haryana,Rohtak,Bypass,11.94,9.0,Objection,1.0,0.0,34.8,0.0,47.0,71,2025-03-28,2025-09-16,2025-12-28,3038.0,Special LA Unit,Completed,Completed,No,11.0,Medium,Partial,Partial,21.16,24.0
AH105434,Haryana,Ambala,Highway,10.46,4.0,Compensation,0.0,0.0,75.8,0.0,119.0,73,2025-04-18,2025-04-11,2025-05-18,499.0,District Administration,Completed,Completed,No,4.0,High,Partial,Complete,137.09,30.0
AH105435,Himachal Pradesh,Mandi,Road Widening,11.0,5.0,Compensation,0.0,0.0,64.6,1.0,,30,2026-06-10,2024-01-01,2024-04-24,3081.0,Special LA Unit,Pending,Pending,No,6.0,Low,Pending,Partial,2.48,143.0
AH105436,Madhya Pradesh,Bhopal,Bypass,22.92,8.0,Compensation,1.0,0.0,65.0,1.0,80.0,110,2024-12-29,2024-08-27,2025-02-01,3015.0,District Administration,Completed,Completed,No,17.0,Medium,Partial,Complete,91.25,163.0
AH105437,Rajasthan,Jaipur,Railway,5.64,,Notification,0.0,0.0,10.9,1.0,38.0,83,2024-01-11,2024-02-23,2024-04-26,1209.0,District Administration,Completed,Completed,Yes,28.0,None,Complete,Partial,172.31,78.0
AH105438,Madhya Pradesh,Indore,Highway,26.38,11.0,Possession,0.0,0.0,93.8,0.0,22.0,15,2025-01-15,2024-02-10,2024-08-01,233.0,NHAI,Completed,Not Required,No,24.0,None,Pending,Complete,129.13,10.0
AH105439,Haryana,Rohtak,Highway,3.22,4.0,Compensation,0.0,0.0,73.5,2.0,208.0,141,2025-05-15,2025-09-20,2025-12-13,851.0,Special LA Unit,Completed,Completed,No,2.0,Low,Complete,Complete,47.54,144.0
AH105440,Haryana,Hisar,Bypass,21.04,9.0,Possession,2.0,1.0,88.5,0.0,27.0,81,2025-04-10,2025-01-20,2025-06-01,758.0,District Administration,Completed,Pending,Yes,22.0,Low,Complete,Complete,125.84,35.0
AH105441,Haryana,Rohtak,Railway,26.66,12.0,Notification,0.0,0.0,,1.0,40.0,75,2025-04-06,2025-12-23,2026-05-07,2663.0,State PWD,Completed,Completed,No,15.0,None,Complete,Partial,173.58,12.0
AH105442,Himachal Pradesh,Shimla,Highway,23.69,8.0,Possession,0.0,0.0,90.5,1.0,44.0,48,2026-04-10,2024-08-19,2024-10-15,4658.0,Special LA Unit,Completed,Not Required,No,8.0,Medium,Partial,Complete,12.71,110.0
AH105443,Punjab,Amritsar,Road Widening,15.03,5.0,Compensation,0.0,0.0,80.2,0.0,121.0,96,2025-12-27,2025-10-07,2025-11-11,2205.0,NHAI,Not Required,Pending,No,4.0,None,Partial,Partial,82.15,26.0
AH105444,Uttar Pradesh,Prayagraj,Highway,16.7,9.0,Award,1.0,3.0,52.3,2.0,40.0,120,2024-08-14,2025-07-07,2025-12-26,3187.0,NHAI,Completed,Not Required,No,9.0,Low,Partial,Pending,107.31,131.0
AH105445,Madhya Pradesh,Jabalpur,Highway,8.5,3.0,Notification,0.0,0.0,10.2,1.0,37.0,45,2024-11-15,2025-08-19,2026-01-01,1553.0,District Administration,Completed,Not Required,Yes,0.0,None,Complete,Complete,79.6,123.0
AH105446,Uttarakhand,Haridwar,Highway,4.59,1.0,Objection,1.0,0.0,26.2,1.0,48.0,93,2025-08-23,2026-01-15,2026-05-19,504.0,District Administration,Pending,Pending,No,14.0,Low,Pending,Partial,15.08,97.0
AH105447,Madhya Pradesh,Jabalpur,Highway,14.76,7.0,Compensation,0.0,0.0,78.8,1.0,67.0,86,2025-01-04,2025-09-28,2025-12-12,1130.0,District Administration,Completed,Pending,Yes,21.0,Medium,Complete,Complete,30.77,150.0
AH105448,Madhya Pradesh,Jabalpur,Bypass,12.66,6.0,Award,1.0,0.0,36.6,1.0,45.0,107,2025-01-20,2025-11-02,2025-12-18,2422.0,District Administration,Completed,Completed,No,12.0,None,Partial,Complete,137.33,15.0
AH105449,Uttar Pradesh,Meerut,Highway,26.18,10.0,Compensation,1.0,0.0,68.8,2.0,49.0,98,2024-05-31,2025-10-27,2026-01-05,4303.0,State PWD,Not Required,Completed,No,5.0,Medium,Pending,Pending,26.96,115.0
AH105450,Uttar Pradesh,Kanpur Nagar,Bypass,10.59,8.0,Compensation,0.0,0.0,85.5,0.0,43.0,63,2024-08-16,2025-02-06,2025-05-29,1280.0,State PWD,Pending,Pending,No,11.0,None,Partial,Partial,104.43,53.0
AH105451,Punjab,Amritsar,Highway,13.67,9.0,Compensation,0.0,0.0,59.8,2.0,72.0,84,2025-10-28,2025-10-13,2026-02-24,4919.0,State PWD,Completed,Pending,No,18.0,Low,Complete,Complete,170.69,40.0
AH105452,Punjab,Moga,Highway,15.25,8.0,Award,0.0,0.0,40.9,1.0,91.0,112,2026-01-28,2026-01-27,2026-04-14,3212.0,NHAI,Completed,Not Required,No,19.0,Low,Complete,Complete,156.58,94.0
AH105453,Punjab,Amritsar,Highway,19.42,,Possession,2.0,1.0,91.7,0.0,75.0,71,2025-12-07,2025-10-26,2025-12-27,1810.0,NHAI,Pending,Pending,No,19.0,High,Complete,Pending,125.6,172.0
AH105454,Madhya Pradesh,Jabalpur,Highway,26.74,13.0,Objection,3.0,0.0,39.6,3.0,61.0,125,2024-10-04,2025-06-30,2025-09-05,3130.0,NHAI,Completed,Completed,No,5.0,None,Complete,Complete,16.47,173.0
AH105455,Rajasthan,Jaipur,Railway,5.31,3.0,Compensation,0.0,0.0,89.6,1.0,51.0,68,2024-05-02,2024-03-07,2024-08-28,3505.0,NHAI,Not Required,Completed,No,30.0,None,Complete,Complete,53.31,126.0
AH105456,Uttar Pradesh,Kanpur Nagar,Bridge,21.68,9.0,Award,0.0,0.0,45.0,2.0,16.0,56,2024-05-23,2025-01-27,2025-05-31,3445.0,District Administration,Completed,Completed,Yes,20.0,None,Partial,Partial,118.99,77.0
AH105457,Madhya Pradesh,Indore,Railway,10.24,4.0,Objection,1.0,1.0,21.6,1.0,51.0,99,2024-12-20,2024-02-26,2024-08-22,4334.0,State PWD,Completed,Not Required,No,13.0,None,Complete,Complete,44.0,85.0
AH105458,Haryana,Karnal,Railway,20.62,7.0,Award,1.0,0.0,51.6,4.0,14.0,52,2025-04-10,2024-04-03,2024-05-03,3326.0,State PWD,Completed,Completed,Yes,25.0,Low,Partial,Complete,113.1,30.0
AH105459,Himachal Pradesh,Shimla,Bypass,41.96,18.0,Compensation,1.0,0.0,69.1,2.0,42.0,97,2026-03-14,2024-11-21,2025-02-27,183.0,Special LA Unit,Pending,Not Required,No,2.0,None,Partial,Partial,76.56,176.0
AH105460,Himachal Pradesh,Kangra,Railway,1.99,1.0,Compensation,0.0,0.0,74.9,0.0,83.0,82,2026-03-19,2025-02-21,2025-05-30,1917.0,NHAI,Not Required,Completed,No,9.0,Low,Partial,Pending,90.6,5.0
AH105461,Rajasthan,Kota,Road Widening,33.52,12.0,Notification,0.0,0.0,11.4,2.0,50.0,83,2024-01-03,2025-04-19,2025-07-18,4544.0,Special LA Unit,Pending,Not Required,No,14.0,Medium,Complete,Pending,24.11,46.0
AH105462,Uttarakhand,Haridwar,Railway,10.8,4.0,Notification,0.0,0.0,14.4,3.0,41.0,93,2025-09-28,2026-03-21,2026-06-17,1075.0,NHAI,Completed,Completed,No,30.0,None,Partial,Partial,167.68,86.0
AH105463,Madhya Pradesh,Jabalpur,Highway,5.77,1.0,Compensation,1.0,0.0,96.1,0.0,121.0,89,2024-09-25,2025-11-17,2025-12-28,2520.0,District Administration,Pending,Not Required,No,4.0,Medium,Pending,Complete,169.71,106.0
AH105464,Uttar Pradesh,Kanpur Nagar,Highway,8.23,3.0,Objection,2.0,0.0,12.8,2.0,50.0,102,2024-06-27,2025-01-15,2025-02-18,2526.0,NHAI,Not Required,Pending,No,22.0,None,Complete,Complete,124.05,86.0
AH105465,Haryana,Hisar,Railway,4.97,3.0,Objection,1.0,0.0,34.7,1.0,117.0,130,2025-05-14,2024-10-28,2025-03-23,2805.0,State PWD,Completed,Completed,No,16.0,Low,Partial,Complete,80.22,13.0
AH105466,Rajasthan,Ajmer,Railway,18.38,10.0,Compensation,1.0,0.0,73.6,3.0,29.0,114,2024-01-31,2025-10-03,2026-01-07,4351.0,Special LA Unit,Completed,Pending,No,13.0,Medium,Pending,Partial,120.28,122.0
AH105467,Madhya Pradesh,Bhopal,Highway,4.96,2.0,Objection,1.0,0.0,32.9,1.0,33.0,86,2024-10-27,2024-09-04,2024-10-28,2722.0,NHAI,Completed,Completed,No,14.0,Medium,Partial,Complete,118.43,64.0
AH105468,Haryana,Sirsa,Bridge,33.24,13.0,Notification,0.0,0.0,15.7,0.0,27.0,64,2025-05-12,2026-03-06,2026-05-27,52.0,District Administration,Pending,Completed,No,15.0,None,Partial,Partial,100.7,51.0
AH105469,Uttar Pradesh,Meerut,Highway,21.5,6.0,Award,1.0,1.0,33.1,1.0,58.0,104,2024-09-01,2025-12-04,2026-05-22,1252.0,State PWD,Completed,Completed,No,14.0,None,Complete,Complete,69.75,66.0
AH105470,Uttarakhand,Nainital,Railway,14.48,4.0,Compensation,0.0,0.0,74.1,0.0,59.0,72,2025-06-18,2025-09-06,2025-12-15,3173.0,State PWD,Completed,Completed,Yes,18.0,None,Partial,Partial,147.38,133.0
AH105471,Haryana,Panipat,,2.12,1.0,Compensation,0.0,0.0,52.8,1.0,51.0,49,2025-02-18,2024-08-12,2025-02-06,3922.0,District Administration,Pending,Completed,Yes,24.0,None,Partial,Complete,153.28,6.0
