state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
Uttar Pradesh,Agra,Highway,8.69,3.0,Notification,0.0,0.0,2.8,1.0,9.0,56,3051.0,District Administration,Pending,Completed,No,10.0,None,Complete,Complete,168.59,122.0
Haryana,Sirsa,Railway,10.24,8.0,Award,,0.0,39.5,1.0,63.0,71,2126.0,NHAI,Pending,Pending,No,16.0,High,Complete,Partial,105.85,159.0
Himachal Pradesh,Sirmaur,Highway,14.12,6.0,Award,0.0,0.0,44.8,3.0,111.0,107,698.0,District Administration,Completed,Pending,Yes,4.0,Medium,Partial,Complete,124.06,27.0
Rajasthan,Kota,Railway,2.23,1.0,Award,0.0,0.0,,0.0,13.0,69,194.0,NHAI,Completed,Pending,No,2.0,None,Pending,Complete,47.11,26.0
Rajasthan,Alwar,Road Widening,10.99,,Compensation,1.0,0.0,71.1,0.0,29.0,47,2722.0,District Administration,Completed,Not Required,No,21.0,Medium,Complete,Pending,16.85,9.0
Uttar Pradesh,Prayagraj,Highway,2.66,,Compensation,1.0,0.0,64.9,0.0,23.0,46,971.0,NHAI,Completed,Pending,Yes,10.0,None,Complete,Complete,56.09,151.0
Punjab,Amritsar,Road Widening,8.45,1.0,Compensation,0.0,0.0,72.8,1.0,79.0,80,2297.0,Special LA Unit,Completed,Not Required,No,16.0,None,Partial,Complete,149.32,7.0
Madhya Pradesh,Indore,Bypass,15.92,11.0,Notification,1.0,0.0,13.6,2.0,70.0,97,3045.0,NHAI,Completed,Completed,No,10.0,None,Pending,Complete,61.68,6.0
Uttarakhand,Udham Singh Nagar,Highway,9.04,4.0,Objection,2.0,0.0,21.8,2.0,72.0,90,3000.0,State PWD,Completed,Completed,No,2.0,Medium,Partial,Complete,131.56,9.0
Rajasthan,Alwar,Highway,21.7,8.0,Possession,0.0,0.0,91.0,0.0,49.0,49,883.0,District Administration,Completed,Pending,No,20.0,None,Partial,Partial,3.43,141.0
Punjab,Ludhiana,Highway,16.05,7.0,Award,0.0,0.0,40.5,1.0,90.0,82,3319.0,State PWD,Pending,Completed,Yes,12.0,None,Complete,Partial,157.29,67.0
Rajasthan,Kota,Road Widening,1.91,1.0,Objection,2.0,0.0,31.4,0.0,11.0,76,4707.0,NHAI,Pending,Completed,No,26.0,Medium,Pending,Partial,141.69,59.0
Uttarakhand,Haridwar,Railway,33.06,12.0,Possession,0.0,0.0,89.8,0.0,37.0,52,1839.0,NHAI,Completed,Completed,No,23.0,None,Partial,Partial,104.65,153.0
Uttar Pradesh,Varanasi,Highway,14.76,7.0,Award,0.0,0.0,52.7,1.0,86.0,113,636.0,Special LA Unit,Not Required,Pending,No,29.0,None,Pending,Partial,98.46,117.0
Himachal Pradesh,Shimla,Highway,7.36,1.0,Award,0.0,0.0,42.1,2.0,69.0,88,2545.0,NHAI,Completed,Not Required,Yes,4.0,High,Complete,Complete,151.39,38.0
Madhya Pradesh,Indore,Railway,8.01,5.0,Objection,1.0,0.0,27.0,4.0,34.0,107,3103.0,District Administration,Not Required,Completed,No,12.0,Medium,Pending,Complete,20.28,64.0
Uttar Pradesh,Varanasi,Highway,2.03,4.0,Compensation,1.0,0.0,57.8,2.0,145.0,126,2005.0,State PWD,Completed,Completed,No,24.0,Low,Pending,Complete,71.58,116.0
Madhya Pradesh,Ujjain,Highway,14.37,3.0,Objection,2.0,0.0,26.6,1.0,23.0,68,3016.0,NHAI,Completed,Completed,No,7.0,None,Complete,Complete,170.9,139.0
Rajasthan,Ajmer,Highway,20.77,9.0,Compensation,0.0,0.0,69.7,1.0,96.0,91,3839.0,State PWD,Completed,Not Required,No,14.0,Medium,Complete,Pending,61.06,55.0
Uttar Pradesh,Varanasi,Road Widening,6.7,2.0,Compensation,1.0,0.0,76.0,1.0,174.0,142,2911.0,NHAI,Not Required,Completed,Yes,2.0,None,Complete,Pending,165.75,161.0
Uttarakhand,Udham Singh Nagar,Bridge,5.53,2.0,Compensation,0.0,0.0,85.1,3.0,81.0,106,3992.0,Special LA Unit,Not Required,Completed,No,2.0,None,Complete,Pending,61.67,112.0
Madhya Pradesh,Bhopal,Road Widening,13.46,7.0,Notification,0.0,0.0,5.0,0.0,28.0,43,773.0,Special LA Unit,Completed,Completed,No,7.0,None,Complete,Partial,144.07,59.0
Madhya Pradesh,Gwalior,Highway,32.97,15.0,Notification,0.0,0.0,12.3,5.0,23.0,94,1500.0,NHAI,Not Required,Completed,No,29.0,Low,Pending,Pending,165.83,85.0
Punjab,Hoshiarpur,Bypass,30.18,13.0,Compensation,0.0,0.0,87.9,0.0,23.0,65,2799.0,Special LA Unit,Completed,Pending,No,1.0,Low,Partial,Complete,12.21,63.0
Rajasthan,Jaipur,Highway,24.16,7.0,Possession,0.0,0.0,96.5,0.0,95.0,69,1334.0,District Administration,Pending,Completed,No,5.0,None,Complete,Partial,76.96,86.0
Madhya Pradesh,Jabalpur,Bridge,66.49,25.0,Notification,0.0,0.0,15.4,3.0,21.0,100,4972.0,District Administration,Completed,Pending,No,13.0,High,Pending,Complete,12.57,88.0
Uttar Pradesh,Kanpur Nagar,Highway,26.2,12.0,Award,4.0,0.0,45.0,3.0,64.0,154,3407.0,NHAI,Pending,Completed,Yes,1.0,None,Complete,Complete,50.57,133.0
Haryana,Sirsa,Bridge,31.92,11.0,Compensation,0.0,0.0,89.0,1.0,71.0,90,2088.0,NHAI,Completed,Pending,No,4.0,None,Pending,Complete,166.46,69.0
Madhya Pradesh,Bhopal,Bypass,12.86,4.0,Compensation,1.0,0.0,72.1,0.0,40.0,59,3881.0,NHAI,Pending,Completed,No,16.0,None,Complete,Complete,126.25,90.0
Rajasthan,Alwar,Bypass,8.89,4.0,Possession,0.0,0.0,91.4,0.0,27.0,25,4917.0,Special LA Unit,Completed,Completed,No,27.0,None,Complete,Pending,102.31,61.0
Rajasthan,Ajmer,Highway,31.33,14.0,Compensation,0.0,0.0,71.1,1.0,100.0,132,103.0,State PWD,Pending,Not Required,No,4.0,None,Complete,Partial,93.93,51.0
Punjab,Jalandhar,Bypass,5.19,2.0,Notification,0.0,0.0,1.1,1.0,34.0,58,2806.0,District Administration,Completed,Not Required,No,7.0,None,Complete,Partial,114.68,84.0
Rajasthan,Ajmer,Railway,17.12,8.0,Compensation,,0.0,62.2,1.0,53.0,89,2165.0,State PWD,Completed,Completed,Yes,1.0,None,Partial,Partial,155.02,6.0
Punjab,Amritsar,Highway,7.12,1.0,Possession,0.0,0.0,90.0,1.0,42.0,15,3787.0,Special LA Unit,Completed,Pending,No,4.0,Medium,Complete,Partial,150.47,4.0
Himachal Pradesh,Kangra,Highway,15.93,7.0,Award,0.0,0.0,33.2,3.0,25.0,53,1573.0,NHAI,Completed,Pending,No,20.0,None,Pending,Complete,172.65,177.0
Haryana,Karnal,Road Widening,14.99,3.0,Award,0.0,0.0,60.7,2.0,58.0,86,1661.0,Special LA Unit,Completed,Not Required,No,2.0,High,Partial,Complete,31.95,169.0
Madhya Pradesh,Ujjain,Bridge,13.72,7.0,Notification,0.0,0.0,5.5,0.0,64.0,57,,NHAI,Completed,Pending,No,3.0,High,Complete,Partial,16.91,102.0
Punjab,Hoshiarpur,Railway,11.76,7.0,Objection,2.0,0.0,18.9,1.0,34.0,77,4458.0,Special LA Unit,Completed,Pending,No,4.0,Medium,Complete,Complete,141.49,180.0
Himachal Pradesh,Mandi,Highway,18.78,8.0,Possession,0.0,0.0,96.5,0.0,27.0,23,760.0,District Administration,Completed,Not Required,No,29.0,Low,Complete,Complete,176.55,151.0
Rajasthan,Udaipur,Road Widening,21.52,10.0,Notification,0.0,0.0,15.9,2.0,31.0,82,3093.0,State PWD,Completed,Pending,No,29.0,Low,Pending,Complete,14.29,70.0
Himachal Pradesh,Sirmaur,Highway,3.64,3.0,Compensation,0.0,0.0,59.1,2.0,86.0,94,3902.0,State PWD,Completed,Pending,Yes,25.0,Medium,Complete,Complete,63.76,6.0
Himachal Pradesh,Kangra,Highway,11.49,3.0,Notification,0.0,0.0,5.0,0.0,28.0,66,864.0,District Administration,Completed,Completed,No,4.0,None,Partial,Complete,49.71,63.0
Rajasthan,Alwar,Railway,8.37,2.0,Objection,1.0,0.0,26.8,1.0,88.0,113,3323.0,State PWD,Completed,Not Required,No,27.0,None,Pending,Complete,30.76,56.0
Rajasthan,Jodhpur,Road Widening,14.08,6.0,Compensation,0.0,0.0,71.1,0.0,132.0,115,4899.0,NHAI,Pending,Completed,No,26.0,None,Partial,Partial,45.77,177.0
Punjab,Moga,Railway,8.38,4.0,Notification,0.0,0.0,5.8,3.0,36.0,84,4222.0,State PWD,Not Required,Pending,No,20.0,Medium,Partial,Partial,19.09,2.0
Rajasthan,Udaipur,Road Widening,35.3,12.0,Compensation,2.0,1.0,60.3,0.0,132.0,154,1012.0,Special LA Unit,Completed,Pending,No,21.0,None,Partial,Pending,139.67,4.0
Uttarakhand,Dehradun,Highway,11.27,3.0,Objection,1.0,,18.0,1.0,31.0,89,4951.0,State PWD,Completed,Pending,No,16.0,High,Complete,Partial,171.27,140.0
Rajasthan,Alwar,Railway,27.62,6.0,Compensation,2.0,1.0,70.8,5.0,103.0,166,1817.0,State PWD,Pending,Completed,No,9.0,Low,Complete,Complete,12.73,68.0
Uttarakhand,Nainital,Highway,5.32,6.0,Possession,1.0,0.0,89.9,0.0,63.0,35,2408.0,NHAI,Completed,Completed,No,21.0,High,Complete,Complete,135.79,82.0
Uttar Pradesh,Prayagraj,Bridge,9.41,8.0,Award,0.0,0.0,28.7,4.0,187.0,172,1493.0,NHAI,Completed,Completed,No,9.0,Low,Complete,Partial,108.84,69.0
Rajasthan,Jodhpur,Bridge,7.08,2.0,Notification,0.0,0.0,9.0,0.0,16.0,50,3512.0,State PWD,Completed,Not Required,No,18.0,None,Complete,Complete,75.09,123.0
Rajasthan,Alwar,Bypass,16.69,5.0,Possession,,0.0,86.3,0.0,79.0,73,672.0,Special LA Unit,Not Required,Completed,No,21.0,None,Partial,Partial,62.57,9.0
Uttar Pradesh,,Bypass,4.36,5.0,Objection,1.0,0.0,13.6,1.0,15.0,52,3564.0,District Administration,Completed,Not Required,No,25.0,None,Partial,Complete,125.83,105.0
Haryana,Karnal,Road Widening,2.79,1.0,Notification,0.0,1.0,,1.0,75.0,89,323.0,State PWD,Completed,Not Required,No,29.0,None,Complete,Complete,11.96,11.0
Rajasthan,Jodhpur,Road Widening,7.02,6.0,Possession,0.0,0.0,98.4,0.0,64.0,34,4230.0,District Administration,Completed,Not Required,No,5.0,Low,Partial,Partial,13.66,161.0
Punjab,Amritsar,Bypass,19.24,9.0,Objection,1.0,0.0,15.8,2.0,70.0,117,1663.0,Special LA Unit,Completed,Completed,No,1.0,None,Partial,Pending,129.67,91.0
Uttarakhand,,Highway,6.0,3.0,Compensation,1.0,1.0,85.4,2.0,36.0,97,2614.0,Special LA Unit,Completed,Completed,No,4.0,None,Complete,Partial,131.11,81.0
Madhya Pradesh,Jabalpur,Bypass,14.97,9.0,Objection,2.0,0.0,23.8,2.0,16.0,102,1178.0,State PWD,Not Required,Pending,No,9.0,None,Pending,Complete,31.73,134.0
Himachal Pradesh,Mandi,Highway,6.89,2.0,Compensation,0.0,0.0,60.5,3.0,89.0,103,582.0,Special LA Unit,Completed,Completed,Yes,21.0,None,Complete,Partial,70.77,70.0
Uttarakhand,Nainital,Bypass,2.69,4.0,Compensation,0.0,0.0,71.4,2.0,89.0,83,165.0,Special LA Unit,Pending,Not Required,Yes,24.0,None,Partial,Complete,141.85,90.0
Uttarakhand,Haridwar,Road Widening,24.63,10.0,Award,0.0,0.0,61.2,1.0,79.0,95,4897.0,NHAI,Not Required,Pending,No,6.0,High,Complete,Complete,10.88,60.0
Uttar Pradesh,Agra,Bypass,20.74,6.0,Compensation,0.0,0.0,65.4,1.0,31.0,73,724.0,Special LA Unit,Completed,Not Required,No,29.0,None,Complete,Pending,77.81,172.0
Uttarakhand,Udham Singh Nagar,Road Widening,11.54,9.0,Objection,2.0,2.0,36.1,2.0,15.0,79,331.0,NHAI,Completed,Not Required,No,30.0,None,Complete,Complete,91.67,166.0
Haryana,Karnal,Road Widening,12.38,4.0,Notification,0.0,0.0,6.8,4.0,23.0,57,2593.0,Special LA Unit,Completed,Not Required,No,20.0,None,Complete,Complete,122.89,131.0
Himachal Pradesh,Sirmaur,Bridge,10.01,4.0,Compensation,0.0,,61.3,0.0,95.0,107,4813.0,Special LA Unit,Pending,Completed,No,4.0,Low,Complete,Complete,113.65,128.0
Haryana,Hisar,Highway,4.96,4.0,Possession,1.0,0.0,94.1,0.0,53.0,61,460.0,District Administration,Completed,Not Required,No,22.0,Low,Partial,Pending,23.18,4.0
Uttarakhand,Haridwar,Highway,36.24,16.0,Compensation,1.0,1.0,78.5,3.0,198.0,206,1314.0,State PWD,Completed,Completed,No,20.0,None,Complete,Complete,93.55,171.0
Madhya Pradesh,Indore,Highway,10.96,3.0,Compensation,0.0,0.0,58.8,2.0,30.0,68,2801.0,Special LA Unit,Completed,Not Required,No,9.0,None,Partial,Partial,154.53,172.0
Rajasthan,Kota,Road Widening,16.24,10.0,Award,1.0,0.0,48.9,2.0,66.0,87,2487.0,State PWD,Completed,Not Required,No,24.0,Low,Complete,Complete,129.86,9.0
Rajasthan,Jaipur,Road Widening,7.81,4.0,Compensation,0.0,0.0,87.7,1.0,51.0,76,771.0,Special LA Unit,Completed,Completed,No,0.0,None,Complete,Partial,52.39,133.0
Himachal Pradesh,Kangra,Road Widening,17.4,7.0,Compensation,0.0,1.0,92.8,1.0,32.0,61,4755.0,District Administration,Completed,Completed,No,8.0,Low,Partial,Complete,44.75,113.0
Punjab,Patiala,Highway,31.61,12.0,Notification,0.0,0.0,10.1,1.0,25.0,92,1823.0,State PWD,Pending,Pending,No,2.0,None,Complete,Complete,115.79,102.0
Madhya Pradesh,Jabalpur,Highway,13.76,6.0,Award,0.0,0.0,51.6,0.0,75.0,101,3399.0,District Administration,Not Required,Completed,No,20.0,None,Complete,Partial,74.99,40.0
Uttarakhand,Nainital,Bypass,16.22,4.0,Objection,1.0,0.0,20.4,4.0,30.0,88,2316.0,NHAI,Not Required,Not Required,No,22.0,Medium,Pending,Complete,32.05,48.0
Rajasthan,Jaipur,Railway,25.19,11.0,Award,0.0,0.0,60.9,1.0,72.0,109,2948.0,NHAI,Completed,Completed,No,29.0,Low,Complete,Partial,2.78,175.0
Rajasthan,Udaipur,Highway,21.79,9.0,Compensation,0.0,0.0,75.6,0.0,103.0,95,4527.0,District Administration,Completed,Completed,No,15.0,None,Partial,Complete,160.44,128.0
Haryana,Hisar,Highway,29.01,11.0,Award,0.0,0.0,37.8,1.0,53.0,86,1663.0,NHAI,Completed,Not Required,No,29.0,None,Partial,Complete,152.29,134.0
Uttarakhand,Nainital,Highway,15.69,7.0,Compensation,0.0,0.0,70.9,3.0,61.0,106,4081.0,District Administration,Completed,Completed,Yes,9.0,Low,Complete,Complete,157.66,121.0
Himachal Pradesh,Kangra,Bypass,15.68,6.0,Possession,0.0,0.0,83.2,0.0,60.0,54,1497.0,NHAI,Not Required,Pending,No,4.0,None,Pending,Complete,92.59,97.0
Punjab,Ludhiana,Railway,14.64,6.0,Possession,1.0,0.0,88.2,1.0,39.0,46,1618.0,District Administration,Pending,Pending,Yes,30.0,None,Complete,Complete,35.95,67.0
Uttar Pradesh,Meerut,Road Widening,24.9,11.0,Compensation,0.0,1.0,75.5,0.0,88.0,105,212.0,NHAI,Completed,Not Required,Yes,3.0,Low,Complete,Complete,89.88,121.0
Punjab,,Road Widening,8.27,4.0,Possession,1.0,0.0,90.8,0.0,18.0,25,1766.0,NHAI,Pending,Not Required,No,25.0,Low,Complete,Pending,77.73,99.0
Haryana,Rohtak,Bypass,18.75,7.0,Award,1.0,0.0,54.1,0.0,87.0,83,2952.0,NHAI,Completed,Pending,No,9.0,None,Partial,Partial,119.21,1.0
Punjab,Firozpur,Highway,84.17,33.0,Compensation,2.0,2.0,63.5,2.0,44.0,141,3217.0,Special LA Unit,Pending,Pending,No,9.0,Medium,Partial,Partial,178.31,133.0
Uttar Pradesh,Agra,Highway,16.2,5.0,Compensation,2.0,0.0,73.7,2.0,,114,2179.0,District Administration,Completed,Pending,Yes,1.0,Medium,Complete,Complete,38.96,112.0
Rajasthan,Alwar,Highway,4.32,5.0,Possession,0.0,0.0,89.2,0.0,7.0,19,1814.0,District Administration,Not Required,Completed,No,8.0,Low,Complete,Complete,132.0,32.0
Rajasthan,Ajmer,Bridge,9.33,4.0,Compensation,0.0,1.0,78.3,0.0,37.0,93,1160.0,State PWD,Not Required,Not Required,No,4.0,Low,Complete,Complete,84.03,112.0
Himachal Pradesh,Kangra,Road Widening,20.24,10.0,Award,0.0,0.0,45.4,1.0,66.0,82,4525.0,Special LA Unit,Completed,Completed,No,16.0,None,Complete,Complete,139.96,41.0
Rajasthan,Kota,Road Widening,6.75,6.0,Compensation,0.0,0.0,70.0,2.0,116.0,108,1951.0,NHAI,Pending,Completed,No,11.0,None,Partial,Partial,30.1,114.0
Himachal Pradesh,Shimla,Bypass,5.2,3.0,Compensation,0.0,0.0,52.8,0.0,72.0,69,1564.0,State PWD,Completed,Completed,No,9.0,Medium,Partial,Pending,80.91,35.0
Punjab,,Highway,3.7,4.0,Notification,0.0,0.0,11.3,2.0,52.0,76,4707.0,NHAI,Not Required,Completed,No,0.0,Medium,Complete,Partial,61.74,48.0
Uttar Pradesh,Meerut,Highway,10.0,6.0,Compensation,2.0,1.0,75.9,1.0,32.0,63,3202.0,District Administration,Completed,Not Required,Yes,25.0,Medium,Partial,Partial,80.65,84.0
Himachal Pradesh,Solan,Road Widening,46.99,18.0,Compensation,1.0,0.0,73.5,2.0,87.0,118,4249.0,Special LA Unit,Not Required,Completed,No,2.0,Medium,Complete,Pending,165.13,67.0
Uttar Pradesh,Meerut,Bridge,7.6,5.0,Compensation,1.0,0.0,70.7,2.0,101.0,116,1974.0,Special LA Unit,Not Required,Completed,No,4.0,Medium,Partial,Complete,99.52,142.0
Uttar Pradesh,Kanpur Nagar,Highway,25.14,10.0,Possession,1.0,0.0,92.8,0.0,55.0,63,2180.0,NHAI,Completed,Completed,Yes,29.0,None,Partial,Complete,99.46,20.0
Uttarakhand,,Highway,9.42,8.0,Compensation,0.0,1.0,65.4,2.0,47.0,96,3661.0,Special LA Unit,Completed,Pending,No,24.0,None,Partial,Partial,14.18,52.0
Madhya Pradesh,,Bridge,8.59,4.0,Possession,0.0,0.0,88.7,0.0,26.0,23,4900.0,State PWD,Pending,Completed,No,22.0,High,Pending,Complete,88.44,91.0
Madhya Pradesh,Jabalpur,Railway,18.53,7.0,Award,0.0,0.0,44.0,0.0,113.0,108,3954.0,State PWD,Completed,Pending,No,3.0,Medium,Partial,Complete,122.5,91.0
Uttar Pradesh,Agra,Road Widening,3.24,2.0,Notification,0.0,0.0,12.7,1.0,41.0,58,2337.0,District Administration,Completed,Not Required,No,9.0,None,Complete,Complete,57.0,111.0
Uttarakhand,Nainital,Highway,49.35,21.0,Award,0.0,0.0,38.3,,85.0,109,3009.0,State PWD,Completed,Not Required,No,8.0,None,Complete,Complete,170.16,116.0
Rajasthan,Kota,Highway,18.85,6.0,Award,2.0,0.0,41.5,3.0,110.0,141,1778.0,NHAI,Completed,Completed,No,3.0,Low,Complete,Complete,147.9,84.0
Uttar Pradesh,Lucknow,Highway,29.19,15.0,Compensation,2.0,0.0,72.3,2.0,98.0,118,2308.0,District Administration,Completed,Pending,No,9.0,Medium,Complete,Complete,176.57,54.0
Haryana,Karnal,Highway,9.59,7.0,Compensation,0.0,0.0,78.5,0.0,68.0,69,1970.0,NHAI,Completed,Completed,No,14.0,None,Pending,Pending,65.07,150.0
Haryana,Rohtak,Bypass,18.21,6.0,Award,0.0,0.0,39.7,2.0,24.0,48,542.0,District Administration,Completed,Pending,No,7.0,Low,Complete,Partial,94.76,130.0
Uttarakhand,Dehradun,Railway,26.39,12.0,Award,1.0,0.0,25.2,4.0,66.0,128,4379.0,NHAI,Completed,Not Required,No,18.0,Low,Complete,Pending,113.49,119.0
Uttar Pradesh,Lucknow,Bypass,11.06,3.0,Possession,0.0,1.0,89.4,0.0,52.0,43,727.0,Special LA Unit,Pending,Not Required,No,16.0,None,Complete,Partial,75.23,33.0
Uttarakhand,Haridwar,Highway,5.68,2.0,Notification,0.0,1.0,11.4,0.0,34.0,67,1375.0,Special LA Unit,Completed,Not Required,No,8.0,None,Complete,Complete,42.37,126.0
Punjab,Hoshiarpur,Highway,5.36,2.0,Objection,1.0,0.0,,3.0,103.0,120,1303.0,District Administration,Completed,Completed,No,24.0,None,Pending,Complete,57.34,106.0
Madhya Pradesh,Indore,Railway,8.34,3.0,Compensation,0.0,0.0,83.7,0.0,62.0,77,1149.0,District Administration,Not Required,Not Required,No,17.0,None,Complete,Complete,116.77,121.0
Uttar Pradesh,Kanpur Nagar,Highway,14.48,8.0,Compensation,0.0,0.0,52.3,4.0,60.0,92,2513.0,State PWD,Not Required,Completed,No,30.0,None,Pending,Partial,31.51,26.0
Haryana,Hisar,Highway,10.4,5.0,Award,0.0,0.0,44.3,1.0,40.0,81,4804.0,District Administration,Completed,Completed,No,14.0,Low,Pending,Pending,44.42,12.0
Uttarakhand,Dehradun,Highway,7.88,5.0,Notification,0.0,0.0,7.4,1.0,43.0,49,1675.0,District Administration,Pending,Pending,No,22.0,Low,Complete,Pending,127.93,162.0
Rajasthan,Kota,Highway,21.25,9.0,Award,1.0,0.0,33.7,1.0,58.0,109,3684.0,Special LA Unit,Completed,Pending,No,19.0,None,Partial,Complete,23.11,33.0
Haryana,Hisar,Highway,8.07,3.0,Notification,1.0,0.0,5.7,1.0,20.0,58,3677.0,NHAI,Pending,Not Required,Yes,1.0,High,Complete,Partial,13.67,95.0
Uttar Pradesh,Agra,Highway,7.19,3.0,Notification,0.0,0.0,13.1,2.0,51.0,68,3830.0,District Administration,Completed,Not Required,No,12.0,None,Partial,Partial,82.22,168.0
Haryana,Karnal,Bypass,26.54,13.0,Award,1.0,0.0,43.2,2.0,46.0,107,3131.0,District Administration,Completed,Not Required,No,12.0,None,Pending,Complete,100.35,177.0
Himachal Pradesh,Solan,Highway,19.07,7.0,Notification,0.0,0.0,5.6,0.0,17.0,67,3714.0,State PWD,Not Required,Not Required,Yes,15.0,None,Complete,Partial,56.94,77.0
Haryana,Karnal,Road Widening,4.22,5.0,Award,0.0,0.0,43.6,3.0,61.0,75,3819.0,State PWD,Pending,Pending,No,24.0,Low,Partial,Complete,35.77,171.0
Punjab,Moga,Road Widening,3.85,1.0,Compensation,0.0,0.0,83.5,1.0,74.0,96,3430.0,State PWD,Completed,Completed,No,3.0,High,Complete,Complete,134.28,76.0
Madhya Pradesh,Jabalpur,Road Widening,4.66,3.0,Notification,0.0,0.0,8.4,2.0,68.0,80,2814.0,NHAI,Not Required,Completed,No,22.0,High,Complete,Partial,151.55,163.0
Himachal Pradesh,Kangra,Road Widening,11.63,6.0,Award,0.0,0.0,45.8,3.0,41.0,72,501.0,State PWD,Completed,Completed,No,6.0,Low,Complete,Partial,172.6,73.0
Punjab,Bathinda,Highway,32.51,15.0,Award,1.0,0.0,40.0,0.0,81.0,94,2565.0,NHAI,Completed,Completed,Yes,14.0,Medium,Complete,Pending,74.19,146.0
Himachal Pradesh,Mandi,Highway,40.86,18.0,Notification,1.0,0.0,8.3,1.0,12.0,61,3780.0,State PWD,Completed,Not Required,No,14.0,None,Partial,Complete,19.25,42.0
Punjab,Bathinda,Road Widening,22.6,10.0,Compensation,1.0,0.0,68.9,3.0,48.0,73,1742.0,State PWD,Pending,Not Required,No,27.0,None,Complete,Partial,133.94,108.0
Uttarakhand,Nainital,Bridge,60.7,23.0,Notification,0.0,0.0,17.0,5.0,57.0,115,1282.0,Special LA Unit,Pending,Pending,No,16.0,None,Complete,Complete,176.1,146.0
Haryana,Rohtak,Highway,14.17,5.0,Possession,0.0,0.0,95.0,0.0,55.0,52,2991.0,Special LA Unit,Completed,Completed,Yes,17.0,None,Partial,Partial,52.22,117.0
Himachal Pradesh,Mandi,Highway,30.65,12.0,Compensation,0.0,0.0,65.1,0.0,121.0,116,,NHAI,Completed,Pending,No,23.0,Low,Complete,Pending,50.12,126.0
Punjab,Patiala,Bridge,7.35,8.0,Objection,1.0,0.0,10.1,1.0,15.0,58,3609.0,State PWD,Completed,Not Required,No,9.0,None,Pending,Pending,30.76,114.0
Madhya Pradesh,Ujjain,Railway,3.18,1.0,Possession,0.0,0.0,90.2,0.0,56.0,29,4915.0,NHAI,Completed,Completed,No,5.0,None,Complete,Complete,7.91,111.0
Rajasthan,Kota,Railway,9.19,3.0,Award,2.0,0.0,38.3,1.0,56.0,91,2446.0,State PWD,Completed,Completed,No,8.0,Medium,Pending,Complete,153.37,80.0
Rajasthan,Alwar,Road Widening,10.74,3.0,Objection,1.0,0.0,19.3,2.0,32.0,59,187.0,State PWD,Completed,Pending,No,21.0,High,Complete,Pending,109.43,6.0
Uttar Pradesh,Meerut,Bypass,107.46,39.0,Award,3.0,0.0,62.8,4.0,51.0,158,1393.0,State PWD,Pending,Completed,No,17.0,None,Complete,Complete,7.34,52.0
Rajasthan,Kota,Road Widening,11.94,3.0,Compensation,0.0,0.0,74.4,1.0,91.0,81,206.0,NHAI,Not Required,Pending,No,14.0,None,Pending,Complete,34.29,116.0
Uttar Pradesh,Prayagraj,Road Widening,5.03,1.0,Compensation,,0.0,92.2,0.0,178.0,153,2323.0,Special LA Unit,Completed,Not Required,Yes,12.0,Medium,Pending,Complete,20.44,120.0
Rajasthan,Kota,Railway,27.11,12.0,Compensation,1.0,0.0,58.0,1.0,66.0,97,1584.0,Special LA Unit,Completed,Completed,No,0.0,None,Complete,Complete,32.1,145.0
Himachal Pradesh,Kangra,Highway,6.26,5.0,Possession,0.0,0.0,97.7,1.0,126.0,105,3877.0,Special LA Unit,Pending,Completed,No,5.0,Low,Complete,Partial,25.2,124.0
Rajasthan,Ajmer,Bridge,13.49,7.0,Possession,0.0,0.0,95.1,1.0,75.0,53,,State PWD,Completed,Pending,No,1.0,None,Partial,Complete,63.81,39.0
Uttarakhand,Dehradun,Bridge,25.17,8.0,Objection,3.0,1.0,31.3,2.0,24.0,99,2203.0,District Administration,Pending,Completed,No,8.0,None,Partial,Partial,125.69,179.0
Madhya Pradesh,Gwalior,Road Widening,5.41,1.0,Possession,0.0,0.0,84.9,0.0,41.0,30,4890.0,NHAI,Completed,Not Required,No,16.0,None,Complete,Complete,48.79,86.0
Uttar Pradesh,Agra,Highway,43.37,13.0,Notification,1.0,,8.1,3.0,51.0,106,2275.0,District Administration,Completed,Completed,No,28.0,None,Complete,Partial,68.82,170.0
Uttarakhand,Udham Singh Nagar,Railway,31.12,10.0,Possession,0.0,0.0,89.3,0.0,,49,636.0,District Administration,Completed,Completed,No,20.0,None,Complete,Pending,23.71,150.0
Himachal Pradesh,Kangra,Highway,16.12,5.0,Objection,2.0,1.0,15.0,1.0,18.0,89,4546.0,District Administration,Not Required,Pending,No,19.0,Medium,Complete,Pending,17.82,93.0
Punjab,Ludhiana,Road Widening,52.93,19.0,Objection,1.0,1.0,29.7,0.0,15.0,75,2007.0,Special LA Unit,Completed,Not Required,No,26.0,Medium,Pending,Complete,71.02,4.0
Himachal Pradesh,Solan,Highway,8.63,5.0,Award,0.0,1.0,36.9,3.0,47.0,75,4432.0,NHAI,Completed,Completed,No,19.0,Low,Complete,Complete,84.78,93.0
