Case ID,State,District,Project Type,Land Area (Acres),Number of Landowners,Acquisition Stage,Number of Objections,Number of Court Cases,Compensation Completed (%),Pending Approvals,Days in Current Stage,Approximate Delay Days,Notification_3A_Date,Sanction_Date,Notification_3D_Date,Sanction_Amount_Lakh,Land_Acquisition_Agency,Environmental_Clearance,Forest_Clearance,Relocation_Required,Structures_Affected,Dispute_Severity,Payment_Status,Document_Verification_Status,Project_Length_Km,Last_Review_Days_Ago
AH107764,Haryana,Hisar,Highway,19.91,7.0,Objection,1.0,0.0,15.8,1.0,28.0,94,24-02-2025,21-02-2025,26-04-2025,3378.0,District Administration,Not Required,Pending,No,20,None,Complete,Complete,52.73,30
AH107765,Uttarakhand,Udham Singh Nagar,Road Widening,81.46,30.0,Compensation,4.0,1.0,72.2,1.0,63.0,146,03-10-2025,16-02-2025,15-05-2025,1842.0,District Administration,Not Required,Completed,No,19,Medium,Complete,Pending,138.09,131
AH107766,Himachal Pradesh,Shimla,Bypass,6.21,5.0,Compensation,0.0,,86.6,2.0,120.0,136,01-03-2026,14-11-2024,28-04-2025,3829.0,State PWD,Pending,Completed,Yes,23,None,Partial,Complete,104.15,130
AH107767,Haryana,Ambala,Bridge,2.27,1.0,Compensation,0.0,0.0,95.9,1.0,41.0,66,21-02-2025,25-04-2025,21-08-2025,4616.0,State PWD,Completed,Not Required,Yes,29,None,Pending,Complete,102.39,125
AH107768,Uttar Pradesh,Varanasi,Highway,5.42,3.0,Notification,0.0,0.0,11.3,2.0,33.0,61,12-09-2024,20-10-2024,13-03-2025,4275.0,Special LA Unit,Completed,Not Required,No,20,None,Complete,Complete,63.71,136
AH107769,Himachal Pradesh,Shimla,Road Widening,49.66,19.0,Compensation,0.0,0.0,66.7,2.0,98.0,93,26-05-2026,27-10-2024,17-01-2025,3181.0,State PWD,Pending,Pending,No,26,None,Partial,Pending,161.59,41
AH107770,Uttar Pradesh,Meerut,Highway,12.07,10.0,Possession,0.0,0.0,89.2,0.0,60.0,31,23-07-2024,06-12-2025,24-05-2026,3603.0,State PWD,Completed,Completed,No,29,None,Partial,Complete,160.62,3
AH107771,Rajasthan,Jodhpur,Highway,28.23,9.0,Award,0.0,0.0,41.6,5.0,71.0,126,05-02-2024,14-08-2024,29-12-2024,4328.0,Special LA Unit,Not Required,Completed,No,29,High,Complete,Partial,22.77,124
AH107772,Uttarakhand,Udham Singh Nagar,Highway,7.4,1.0,Compensation,0.0,0.0,82.2,3.0,62.0,72,04-06-2025,23-10-2024,07-02-2025,4904.0,Special LA Unit,Not Required,Completed,No,21,None,Pending,Partial,57.44,90
AH107773,Himachal Pradesh,Mandi,Highway,7.8,3.0,Objection,1.0,0.0,28.5,3.0,25.0,86,07-06-2026,06-05-2024,30-08-2024,3634.0,Special LA Unit,Completed,Not Required,No,28,Low,Complete,Pending,50.41,3
AH107774,Rajasthan,Ajmer,Road Widening,2.78,1.0,Possession,0.0,1.0,90.0,0.0,98.0,67,18-03-2024,20-09-2025,21-01-2026,4569.0,Special LA Unit,Completed,Not Required,No,15,Medium,Partial,Complete,166.25,136
AH107775,Punjab,Amritsar,Highway,9.01,5.0,Objection,1.0,0.0,17.3,2.0,41.0,91,03-02-2026,27-09-2025,20-11-2025,4828.0,State PWD,Completed,Completed,No,19,Medium,Partial,Partial,33.65,178
AH107776,Punjab,Amritsar,Railway,12.05,5.0,Objection,2.0,0.0,14.3,3.0,48.0,99,17-01-2026,02-09-2025,08-11-2025,920.0,Special LA Unit,Completed,Completed,Yes,22,None,Complete,Pending,140.92,82
AH107777,Himachal Pradesh,Mandi,Road Widening,24.96,12.0,Notification,0.0,0.0,18.4,2.0,14.0,60,16-04-2026,31-05-2024,10-10-2024,2531.0,District Administration,Completed,Pending,No,26,Low,Partial,Partial,18.95,83
AH107778,Madhya Pradesh,Ujjain,Highway,19.24,8.0,Possession,2.0,0.0,85.1,0.0,38.0,45,14-01-2025,10-02-2025,17-05-2025,1819.0,Special LA Unit,Pending,Not Required,No,5,Low,Complete,Complete,47.75,104
AH107779,Uttar Pradesh,Varanasi,Road Widening,64.65,23.0,Compensation,3.0,0.0,74.4,0.0,54.0,102,17-08-2024,19-09-2024,13-02-2025,4752.0,NHAI,Completed,Pending,Yes,11,None,Complete,Complete,65.35,61
AH107780,Haryana,Rohtak,Highway,10.48,5.0,Objection,1.0,0.0,38.0,3.0,15.0,90,05-04-2025,18-11-2025,06-03-2026,3732.0,NHAI,Completed,Pending,No,24,Medium,Pending,Complete,61.51,43
AH107781,Rajasthan,Udaipur,Highway,14.67,6.0,Notification,0.0,0.0,5.5,5.0,7.0,99,08-05-2024,30-10-2024,08-12-2024,4435.0,NHAI,Completed,Not Required,Yes,3,None,Pending,Complete,148.1,166
AH107782,Punjab,Ludhiana,Bridge,11.78,8.0,Possession,1.0,0.0,94.2,0.0,45.0,42,28-01-2026,09-01-2025,18-05-2025,1780.0,Special LA Unit,Completed,Completed,No,13,None,Pending,Partial,65.38,129
AH107783,Uttarakhand,Udham Singh Nagar,Highway,6.61,,Notification,0.0,0.0,5.8,1.0,18.0,43,19-08-2025,12-02-2025,13-06-2025,4223.0,State PWD,Completed,Pending,No,15,None,Partial,Complete,141.12,158
AH107784,Haryana,Rohtak,Highway,16.92,9.0,Compensation,2.0,0.0,83.6,0.0,57.0,109,10-03-2025,15-11-2025,07-02-2026,451.0,NHAI,Not Required,Completed,Yes,12,Low,Complete,Pending,113.88,99
AH107785,Haryana,Rohtak,Road Widening,9.45,3.0,Compensation,1.0,0.0,,1.0,49.0,74,09-04-2025,24-09-2025,19-02-2026,4698.0,Special LA Unit,Completed,Completed,No,3,None,Pending,Partial,19.25,126
AH107786,Uttarakhand,Haridwar,Highway,49.09,19.0,Compensation,4.0,0.0,72.2,2.0,11.0,97,02-10-2025,07-01-2026,30-03-2026,1188.0,Special LA Unit,Not Required,Completed,No,19,Medium,Complete,Partial,156.78,61
AH107787,Haryana,Hisar,Highway,6.1,1.0,Compensation,0.0,0.0,78.6,1.0,87.0,75,15-04-2025,20-01-2025,08-03-2025,2651.0,Special LA Unit,Completed,Pending,No,6,Medium,Pending,Partial,169.62,171
AH107788,Punjab,Moga,Railway,8.95,6.0,Compensation,2.0,0.0,77.2,0.0,25.0,63,25-01-2026,07-01-2026,24-02-2026,3595.0,District Administration,Pending,Not Required,Yes,3,Low,Partial,Complete,133.33,93
AH107789,Himachal Pradesh,Solan,Road Widening,4.15,5.0,Notification,0.0,0.0,7.4,3.0,55.0,92,12-04-2026,22-02-2026,06-08-2026,3727.0,District Administration,Completed,Completed,No,18,Low,Partial,Complete,80.62,28
AH107790,Himachal Pradesh,Kangra,Road Widening,15.92,3.0,Award,1.0,1.0,50.0,1.0,52.0,104,04-05-2026,16-04-2025,11-07-2025,1100.0,District Administration,Completed,Completed,No,1,None,Complete,Complete,78.22,62
AH107791,Uttarakhand,Nainital,Bypass,3.86,2.0,Notification,2.0,0.0,8.4,1.0,21.0,89,12-07-2025,03-09-2025,04-12-2025,2798.0,District Administration,Completed,Not Required,No,7,Low,Complete,Partial,10.56,15
AH107792,Punjab,Firozpur,Highway,11.86,5.0,Award,1.0,0.0,50.9,2.0,100.0,102,30-10-2025,29-03-2026,12-06-2026,2676.0,District Administration,Pending,Not Required,No,26,None,Complete,Complete,95.95,158
AH107793,Madhya Pradesh,Gwalior,Highway,4.42,4.0,Compensation,0.0,0.0,79.6,1.0,49.0,49,06-10-2024,24-01-2026,13-06-2026,3892.0,NHAI,Completed,Completed,No,0,Low,Partial,Pending,151.21,133
AH107794,Rajasthan,Jodhpur,Highway,5.18,2.0,Compensation,0.0,0.0,58.3,0.0,57.0,59,04-02-2024,05-09-2024,03-01-2025,1638.0,NHAI,Completed,Not Required,No,1,None,Complete,Complete,82.22,146
AH107795,Madhya Pradesh,Jabalpur,Highway,6.23,2.0,Possession,0.0,0.0,95.9,0.0,16.0,13,26-12-2024,06-10-2025,19-03-2026,3830.0,Special LA Unit,Completed,Completed,Yes,9,Low,Complete,Complete,37.83,55
AH107796,Himachal Pradesh,Kangra,Bridge,22.2,10.0,Possession,0.0,0.0,86.2,0.0,46.0,62,23-02-2026,05-02-2025,19-07-2025,3100.0,NHAI,Pending,Not Required,No,7,Medium,Complete,Complete,45.58,37
AH107797,Rajasthan,Jaipur,Railway,11.02,6.0,Objection,2.0,0.0,21.7,0.0,33.0,74,30-04-2024,13-05-2024,07-11-2024,3804.0,NHAI,Completed,Not Required,No,17,Medium,Complete,Partial,98.32,64
AH107798,Haryana,Hisar,Highway,10.76,5.0,Compensation,0.0,0.0,81.2,1.0,57.0,85,06-05-2025,30-11-2024,17-02-2025,4382.0,Special LA Unit,Completed,Pending,Yes,6,None,Pending,Pending,46.22,110
AH107799,Uttar Pradesh,Agra,Highway,19.26,10.0,Compensation,1.0,1.0,78.4,0.0,62.0,96,22-06-2024,30-05-2026,24-09-2026,2170.0,Special LA Unit,Pending,Completed,No,15,Medium,Complete,Complete,165.31,154
AH107800,Haryana,Sirsa,Highway,6.81,5.0,Possession,1.0,1.0,90.2,0.0,135.0,79,21-01-2025,12-05-2026,01-08-2026,2189.0,State PWD,Completed,Completed,Yes,2,Low,Complete,Complete,103.21,39
AH107801,Uttar Pradesh,Meerut,Railway,2.25,1.0,Notification,0.0,0.0,5.1,1.0,54.0,77,09-05-2024,08-12-2025,22-04-2026,3991.0,NHAI,Completed,Completed,No,9,None,Partial,Complete,170.29,76
AH107802,Punjab,Firozpur,Highway,4.69,3.0,Compensation,0.0,0.0,90.3,0.0,11.0,56,23-10-2025,10-06-2026,30-10-2026,3920.0,District Administration,Completed,Completed,No,8,None,Complete,Complete,160.06,7
AH107803,Punjab,Hoshiarpur,Bridge,9.36,6.0,Award,0.0,0.0,34.2,5.0,46.0,104,30-12-2025,30-05-2025,05-08-2025,4388.0,NHAI,Pending,Not Required,Yes,22,Medium,Complete,Partial,69.41,66
AH107804,Punjab,Moga,Highway,11.45,4.0,Award,0.0,0.0,63.7,0.0,12.0,35,13-11-2025,12-11-2025,19-04-2026,2774.0,State PWD,Not Required,Completed,No,4,None,Complete,Partial,172.63,6
AH107805,Uttarakhand,Dehradun,Highway,19.2,7.0,Compensation,1.0,1.0,56.2,1.0,70.0,101,26-09-2025,28-05-2024,09-08-2024,3199.0,District Administration,Pending,Completed,No,7,Medium,Complete,Partial,121.1,66
AH107806,Uttar Pradesh,Varanasi,Bridge,10.55,2.0,Objection,1.0,1.0,13.5,1.0,50.0,90,30-07-2024,25-09-2024,21-03-2025,342.0,Special LA Unit,Pending,Not Required,No,23,Low,Complete,Complete,42.93,178
AH107807,Haryana,Panipat,Bypass,28.34,14.0,Notification,0.0,0.0,12.3,0.0,8.0,59,22-04-2025,04-06-2024,08-11-2024,2300.0,NHAI,Pending,Completed,No,22,None,Partial,Complete,150.61,150
AH107808,Rajasthan,Alwar,Highway,16.24,11.0,Compensation,0.0,0.0,80.4,0.0,37.0,71,04-04-2024,23-04-2026,25-05-2026,1269.0,District Administration,Completed,Completed,No,10,None,Partial,Complete,138.59,118
AH107809,Madhya Pradesh,Jabalpur,Highway,3.61,1.0,Notification,0.0,0.0,10.2,1.0,11.0,35,02-12-2024,06-07-2025,03-10-2025,4273.0,NHAI,Not Required,Completed,No,6,None,Complete,Complete,61.91,172
AH107810,Haryana,Sirsa,Bypass,1.37,,Objection,1.0,1.0,23.0,0.0,51.0,76,31-03-2025,19-04-2026,16-07-2026,656.0,State PWD,Completed,Not Required,Yes,28,Low,Pending,Partial,48.48,62
AH107811,Uttarakhand,Udham Singh Nagar,Road Widening,5.07,5.0,Compensation,1.0,0.0,64.4,1.0,69.0,91,24-08-2025,09-01-2025,11-06-2025,3903.0,District Administration,Not Required,Not Required,No,2,Medium,Complete,Complete,64.03,168
AH107812,Rajasthan,Udaipur,,13.43,4.0,Compensation,0.0,0.0,63.7,0.0,149.0,122,28-03-2024,29-12-2024,16-05-2025,4192.0,NHAI,Completed,Completed,No,26,None,Partial,Pending,65.16,41
AH107813,Punjab,Amritsar,Road Widening,16.37,8.0,Compensation,0.0,0.0,89.5,0.0,85.0,64,01-01-2026,31-08-2025,07-10-2025,2374.0,District Administration,Pending,Completed,Yes,11,Low,Complete,Pending,112.72,123
AH107814,Haryana,Ambala,Bridge,10.92,8.0,Possession,1.0,0.0,90.7,1.0,44.0,43,17-02-2025,26-05-2025,29-10-2025,3357.0,Special LA Unit,Not Required,Not Required,Yes,9,Low,Complete,Complete,95.77,21
AH107815,Himachal Pradesh,Shimla,Road Widening,13.23,6.0,Award,,0.0,38.2,0.0,53.0,77,04-03-2026,01-12-2024,01-02-2025,,State PWD,Not Required,Not Required,No,26,Medium,Complete,Complete,26.94,89
AH107816,Haryana,Panipat,Highway,36.69,14.0,Notification,0.0,0.0,5.4,3.0,15.0,87,19-04-2025,12-10-2024,05-01-2025,3461.0,Special LA Unit,Not Required,Completed,No,27,None,Complete,Partial,173.76,74
AH107817,Haryana,Ambala,Highway,12.08,8.0,Notification,1.0,0.0,14.4,1.0,28.0,76,07-05-2025,06-04-2025,31-05-2025,3444.0,District Administration,Not Required,Completed,No,22,None,Pending,Complete,120.65,64
AH107818,Uttarakhand,Dehradun,Railway,16.08,6.0,Award,1.0,0.0,38.8,2.0,35.0,89,15-09-2025,08-03-2024,30-04-2024,1302.0,Special LA Unit,Completed,Completed,Yes,1,None,Partial,Complete,60.31,135
AH107819,Punjab,Jalandhar,Road Widening,46.39,17.0,Award,0.0,0.0,40.6,3.0,48.0,98,07-01-2026,18-06-2024,05-10-2024,3457.0,District Administration,Completed,Completed,Yes,21,None,Complete,Partial,78.79,76
AH107820,Uttar Pradesh,Lucknow,Highway,2.56,2.0,Possession,0.0,0.0,94.2,0.0,82.0,45,21-05-2024,09-02-2024,22-03-2024,4513.0,Special LA Unit,Completed,Completed,Yes,26,Low,Partial,Partial,65.3,102
AH107821,Haryana,Karnal,Road Widening,51.07,23.0,Award,1.0,0.0,48.0,0.0,19.0,64,05-04-2025,19-05-2024,30-06-2024,1589.0,NHAI,Completed,Completed,No,2,High,Complete,Complete,10.42,70
AH107822,Rajasthan,Jodhpur,Highway,1.36,3.0,Award,0.0,0.0,50.1,3.0,30.0,54,27-01-2024,27-06-2024,21-11-2024,1567.0,State PWD,Completed,Completed,Yes,28,None,Complete,Pending,112.09,63
AH107823,Haryana,Karnal,Bridge,5.92,4.0,Possession,1.0,0.0,91.2,,106.0,77,03-03-2025,09-03-2024,29-05-2024,1498.0,State PWD,Completed,Completed,No,5,Low,Complete,Partial,2.33,127
AH107824,Punjab,Patiala,,7.42,5.0,Compensation,0.0,,94.6,0.0,42.0,54,02-01-2026,19-02-2024,25-06-2024,,Special LA Unit,,Completed,No,16,Low,Complete,Pending,23.48,171
AH107825,Himachal Pradesh,Solan,Railway,2.98,1.0,Compensation,0.0,1.0,74.5,0.0,92.0,92,17-02-2026,07-01-2026,03-07-2026,4442.0,District Administration,Pending,Completed,Yes,20,None,Complete,Complete,28.19,180
AH107826,Uttar Pradesh,Varanasi,Road Widening,10.38,6.0,Award,0.0,0.0,40.7,1.0,84.0,94,12-09-2024,13-06-2024,20-07-2024,1771.0,NHAI,Completed,Completed,No,10,None,Complete,Complete,14.01,136
AH107827,Madhya Pradesh,Ujjain,Highway,11.43,5.0,Objection,1.0,0.0,35.9,2.0,83.0,131,13-12-2024,14-05-2025,10-10-2025,4688.0,Special LA Unit,Pending,Pending,No,21,None,Pending,Complete,83.59,163
AH107828,Haryana,Karnal,Highway,22.4,9.0,Compensation,0.0,0.0,81.1,0.0,29.0,58,11-05-2025,29-03-2024,14-05-2024,3819.0,District Administration,Pending,Completed,No,11,None,Partial,Complete,61.41,169
AH107829,Madhya Pradesh,Gwalior,,21.79,9.0,Notification,0.0,0.0,17.1,1.0,23.0,76,22-12-2024,02-05-2026,23-09-2026,2040.0,State PWD,Not Required,Pending,No,12,Medium,Partial,Complete,34.72,112
AH107830,Uttar Pradesh,Varanasi,Railway,13.84,8.0,Award,0.0,0.0,38.0,5.0,129.0,141,09-06-2024,03-08-2024,17-10-2024,4134.0,State PWD,Completed,Not Required,No,1,Medium,Partial,Pending,171.97,20
AH107831,Madhya Pradesh,Jabalpur,Railway,30.9,16.0,Possession,0.0,0.0,86.3,0.0,38.0,60,01-10-2024,05-11-2025,25-12-2025,4571.0,District Administration,Pending,Not Required,Yes,28,Low,Pending,Complete,17.29,158
AH107832,Madhya Pradesh,Jabalpur,Highway,20.66,7.0,Award,1.0,0.0,50.3,1.0,82.0,104,29-12-2024,31-07-2025,03-10-2025,4349.0,Special LA Unit,Completed,Not Required,No,7,High,Partial,Complete,27.46,148
AH107833,Haryana,Rohtak,Road Widening,9.06,7.0,Notification,0.0,0.0,12.4,2.0,23.0,59,11-04-2025,22-11-2025,14-02-2026,2379.0,District Administration,Not Required,Completed,No,30,None,Complete,Partial,18.55,158
AH107834,Himachal Pradesh,Sirmaur,Bridge,13.21,6.0,Notification,0.0,0.0,5.0,1.0,33.0,69,08-04-2026,20-07-2025,06-12-2025,1122.0,Special LA Unit,Not Required,Not Required,No,8,None,Complete,Pending,77.42,136
AH107835,Haryana,Ambala,Highway,6.96,5.0,Possession,0.0,0.0,94.7,1.0,24.0,22,05-05-2025,03-04-2025,13-08-2025,877.0,District Administration,Completed,Not Required,Yes,4,None,Complete,Pending,167.03,168
AH107836,Madhya Pradesh,Jabalpur,Bridge,4.21,3.0,Objection,1.0,0.0,35.1,3.0,52.0,79,14-12-2024,25-11-2025,13-04-2026,4145.0,NHAI,Completed,Completed,No,12,None,Partial,Partial,51.26,135
AH107837,Uttarakhand,Haridwar,,17.18,6.0,Award,0.0,0.0,53.3,0.0,61.0,71,17-08-2025,03-01-2026,05-02-2026,3677.0,Special LA Unit,Completed,Completed,No,6,Low,Pending,Complete,122.29,47
AH107838,Punjab,Ludhiana,Highway,285.49,103.0,Compensation,11.0,2.0,74.7,1.0,7.0,280,26-11-2025,07-12-2024,01-06-2025,3558.0,District Administration,Completed,Completed,No,23,Low,Pending,Complete,130.3,170
AH107839,Haryana,Sirsa,Road Widening,10.18,5.0,Objection,2.0,0.0,9.6,0.0,80.0,77,22-01-2025,27-04-2026,31-07-2026,277.0,District Administration,Completed,Not Required,No,30,None,Complete,Complete,171.59,82
AH107840,Haryana,Sirsa,Highway,1.69,3.0,Compensation,0.0,0.0,64.8,1.0,64.0,65,16-03-2025,07-06-2026,23-07-2026,4828.0,District Administration,Pending,Pending,No,19,Medium,Complete,Complete,32.22,33
AH107841,Uttar Pradesh,Meerut,Bypass,12.68,7.0,Notification,0.0,0.0,8.4,1.0,70.0,79,15-07-2024,11-10-2025,29-03-2026,613.0,NHAI,Completed,Completed,No,24,None,Pending,Pending,76.22,122
AH107842,Himachal Pradesh,Solan,Road Widening,6.44,9.0,Compensation,0.0,0.0,89.3,0.0,96.0,94,17-02-2026,16-04-2026,11-09-2026,2923.0,Special LA Unit,Completed,Not Required,No,26,None,Partial,Partial,154.18,114
AH107843,Himachal Pradesh,Mandi,Railway,19.36,9.0,Notification,,0.0,24.2,2.0,,77,19-02-2026,05-04-2024,17-05-2024,4707.0,Special LA Unit,Pending,Not Required,No,7,None,Complete,Complete,28.92,137
AH107844,Uttar Pradesh,Prayagraj,Road Widening,9.88,3.0,Objection,2.0,0.0,29.5,3.0,39.0,109,06-06-2024,01-05-2025,04-08-2025,1248.0,Special LA Unit,Pending,Pending,No,29,None,Complete,Complete,146.23,37
AH107845,Madhya Pradesh,Jabalpur,Railway,10.71,8.0,Objection,2.0,0.0,19.9,,87.0,143,07-11-2024,08-08-2025,20-01-2026,2612.0,District Administration,Completed,Completed,Yes,27,Low,Partial,Complete,70.34,57
AH107846,Uttar Pradesh,Agra,Railway,12.48,7.0,Possession,0.0,0.0,83.7,1.0,34.0,51,01-09-2024,14-04-2026,24-08-2026,4208.0,NHAI,Pending,Completed,No,29,Low,Complete,Complete,68.39,67
AH107847,Himachal Pradesh,Mandi,Road Widening,7.1,4.0,Award,0.0,0.0,30.3,2.0,41.0,47,10-04-2026,18-04-2024,16-06-2024,1368.0,District Administration,Pending,Not Required,No,19,Low,Partial,Complete,72.73,25
AH107848,Rajasthan,Ajmer,Bypass,7.38,2.0,Compensation,0.0,0.0,63.2,0.0,36.0,55,28-02-2024,26-12-2025,10-05-2026,553.0,State PWD,Completed,Not Required,No,27,None,Partial,Pending,79.02,3
AH107849,Uttar Pradesh,Lucknow,Road Widening,7.38,4.0,Compensation,0.0,0.0,64.9,0.0,51.0,41,05-07-2024,10-03-2024,07-05-2024,2428.0,District Administration,Completed,Pending,No,17,None,Complete,Pending,8.82,118
AH107850,Madhya Pradesh,Bhopal,Highway,10.74,7.0,Compensation,0.0,0.0,66.5,1.0,89.0,119,10-10-2024,18-11-2024,08-02-2025,3985.0,Special LA Unit,Pending,Not Required,No,22,None,Complete,Partial,7.21,136
AH107851,Haryana,Rohtak,Highway,7.44,5.0,Compensation,1.0,0.0,70.3,1.0,141.0,123,19-05-2025,15-09-2025,13-11-2025,2911.0,NHAI,Completed,Completed,Yes,23,High,Complete,Partial,146.36,51
AH107852,Uttar Pradesh,Varanasi,,17.51,10.0,Award,1.0,0.0,43.3,0.0,26.0,63,12-08-2024,18-09-2024,30-01-2025,2241.0,State PWD,Completed,Pending,No,27,None,Partial,Complete,88.44,99
AH107853,Haryana,,Highway,2.65,5.0,Compensation,0.0,0.0,87.8,2.0,31.0,76,27-04-2025,21-01-2026,09-07-2026,3212.0,State PWD,Completed,Completed,No,6,None,Partial,Complete,154.24,64
AH107854,Punjab,Firozpur,Highway,3.34,3.0,Objection,1.0,0.0,25.5,1.0,31.0,59,03-11-2025,17-04-2026,23-05-2026,306.0,Special LA Unit,Not Required,Not Required,No,1,Medium,Complete,Complete,65.02,161
AH107855,Punjab,Jalandhar,Highway,59.46,17.0,Possession,1.0,1.0,91.7,1.0,61.0,89,15-01-2026,22-05-2024,19-09-2024,1773.0,District Administration,Pending,Completed,No,12,None,Partial,Partial,72.8,105
AH107856,Rajasthan,Jodhpur,Highway,8.26,3.0,Possession,1.0,0.0,,0.0,49.0,42,30-03-2024,20-08-2024,26-10-2024,4395.0,State PWD,Pending,Completed,No,25,High,Pending,Complete,176.25,143
AH107857,Rajasthan,Jaipur,Bypass,5.04,1.0,Notification,0.0,0.0,9.7,4.0,49.0,95,04-05-2024,07-03-2024,27-07-2024,1967.0,State PWD,Completed,Completed,No,13,High,Partial,Partial,42.94,178
AH107858,Rajasthan,Ajmer,Railway,11.69,8.0,Possession,0.0,0.0,95.7,0.0,16.0,47,26-03-2024,01-10-2025,20-11-2025,4827.0,State PWD,Not Required,Not Required,No,11,Medium,Complete,Partial,178.8,114
AH107859,Himachal Pradesh,Solan,Highway,22.92,11.0,Objection,1.0,0.0,26.9,1.0,36.0,73,29-03-2026,08-03-2026,31-05-2026,2771.0,NHAI,Completed,Not Required,No,12,None,Partial,Complete,2.46,71
AH107860,Uttarakhand,Nainital,Bridge,20.59,8.0,Compensation,0.0,0.0,73.0,1.0,46.0,96,09-08-2025,25-06-2025,24-08-2025,4672.0,District Administration,Not Required,Not Required,Yes,20,Medium,Complete,Partial,107.72,151
AH107861,Haryana,Karnal,Bridge,6.32,3.0,Compensation,0.0,0.0,71.7,0.0,21.0,46,23-04-2025,28-04-2024,05-10-2024,3151.0,Special LA Unit,Pending,Completed,No,2,Low,Complete,Complete,45.42,59
AH107862,Punjab,Jalandhar,Bypass,7.72,6.0,Objection,3.0,0.0,17.5,2.0,48.0,94,12-12-2025,05-06-2024,17-07-2024,2123.0,NHAI,Pending,Pending,No,26,Medium,Complete,Complete,75.13,3
AH107863,Uttarakhand,Dehradun,Highway,8.99,3.0,Notification,0.0,0.0,8.7,1.0,23.0,47,11-06-2025,01-02-2024,28-05-2024,4610.0,State PWD,Not Required,Not Required,No,12,None,Partial,Complete,121.33,116
AH107864,Uttar Pradesh,Kanpur Nagar,Highway,15.56,5.0,Compensation,2.0,0.0,74.4,1.0,48.0,94,30-07-2024,16-03-2025,03-05-2025,1386.0,Special LA Unit,Not Required,Completed,Yes,20,None,Complete,Complete,157.24,73
AH107865,Haryana,Rohtak,Highway,12.41,3.0,Award,0.0,1.0,43.8,3.0,52.0,102,04-04-2025,10-10-2025,06-02-2026,1991.0,District Administration,Completed,Completed,No,4,Low,Pending,Complete,35.32,77
AH107866,Uttarakhand,Dehradun,Railway,5.48,4.0,Award,0.0,0.0,47.9,0.0,79.0,77,24-09-2025,15-05-2024,07-10-2024,3626.0,NHAI,Completed,Completed,No,29,None,Partial,Partial,140.8,137
AH107867,Rajasthan,Alwar,Road Widening,7.74,3.0,Compensation,0.0,0.0,79.6,1.0,76.0,99,02-02-2024,01-02-2026,23-06-2026,4379.0,NHAI,Pending,Completed,Yes,19,Low,Complete,Complete,62.91,95
AH107868,Uttarakhand,Udham Singh Nagar,Railway,9.53,7.0,Objection,2.0,0.0,19.7,3.0,31.0,101,29-06-2025,15-08-2024,19-09-2024,1006.0,NHAI,,Completed,No,5,Medium,Pending,Complete,57.11,52
AH107869,Haryana,Ambala,Railway,42.09,17.0,Notification,0.0,0.0,13.5,0.0,28.0,86,23-03-2025,08-04-2025,01-09-2025,4966.0,District Administration,Completed,Completed,No,28,Medium,Pending,Pending,162.17,30
AH107870,Rajasthan,Ajmer,Bridge,10.27,3.0,Possession,0.0,0.0,94.5,1.0,64.0,77,03-03-2024,23-08-2025,05-11-2025,2181.0,Special LA Unit,Completed,Pending,No,17,None,Partial,Complete,63.5,179
AH107871,Uttar Pradesh,Prayagraj,Road Widening,198.82,73.0,Compensation,2.0,1.0,77.9,0.0,119.0,224,25-08-2024,30-04-2025,09-09-2025,1728.0,NHAI,Completed,Not Required,No,23,None,Partial,Partial,45.06,171
AH107872,Haryana,Hisar,Bridge,9.5,3.0,Compensation,3.0,0.0,75.2,0.0,94.0,103,07-02-2025,06-03-2025,27-08-2025,686.0,District Administration,Pending,Not Required,No,24,Low,Complete,Pending,93.37,53
AH107873,Madhya Pradesh,Bhopal,Bypass,2.86,2.0,Objection,2.0,0.0,16.6,2.0,81.0,101,04-11-2024,30-10-2024,16-12-2024,185.0,District Administration,Completed,Completed,No,13,None,Complete,Partial,61.22,23
AH107874,Madhya Pradesh,Ujjain,Highway,16.1,9.0,Possession,0.0,0.0,89.0,0.0,50.0,54,18-09-2024,22-01-2025,16-04-2025,2809.0,Special LA Unit,Completed,Completed,No,10,None,Complete,Complete,107.8,53
AH107875,Uttarakhand,Dehradun,Bypass,29.08,12.0,Objection,3.0,0.0,23.2,1.0,61.0,118,07-08-2025,02-08-2024,09-01-2025,3041.0,District Administration,Completed,Completed,No,14,None,Complete,Complete,40.73,100
AH107876,Madhya Pradesh,,Highway,17.88,7.0,Notification,1.0,0.0,14.3,1.0,51.0,82,29-12-2024,22-09-2024,12-11-2024,514.0,Special LA Unit,Not Required,Pending,No,26,None,Complete,Complete,41.77,113
AH107877,Haryana,Rohtak,Highway,14.11,7.0,Objection,2.0,2.0,29.1,0.0,61.0,101,23-03-2025,10-11-2025,18-01-2026,4523.0,State PWD,Completed,Completed,No,18,None,Complete,Partial,176.16,27
